Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Type,Temp_diff,Rot_speed_rad/s,Power,Tool_Torque,Machine failure,UDI
298.0,308.1,1454,37.1,35,1,10.100000000000023,152.2625239439853,5648.9396383218545,1298.5,0,266
298.0,308.1,1440,43.7,37,0,10.100000000000023,150.79644737231007,6589.80475016995,1616.9,0,267
297.9,308.0,1954,21.1,42,1,10.100000000000023,204.62240150381518,4317.532671730501,886.2,0,268
297.9,308.0,1800,24.8,44,0,10.100000000000023,188.49555921538757,4674.689868541612,1091.2,0,269
298.0,308.0,1524,37.0,49,1,10.0,159.59290680236148,5904.937551687375,1813.0,0,270
298.0,308.0,1520,39.6,51,0,10.0,159.17402778188284,6303.291500162561,2019.6000000000001,0,271
298.1,308.1,1452,40.8,56,2,10.0,152.053084433746,6203.765844896836,2284.7999999999997,0,272
298.1,308.1,1484,40.4,59,1,10.0,155.4041165975751,6278.326310542034,2383.6,0,273
298.1,308.0,1426,46.0,61,1,9.899999999999977,149.33037080063482,6869.197056829202,2806.0,0,274
298.1,308.0,1652,28.5,63,1,9.899999999999977,172.99703545767792,4930.415510543821,1795.5,0,275
298.0,308.0,1401,54.7,65,1,10.0,146.71237692264333,8025.16701766859,3555.5,0,276
298.0,307.9,1750,26.6,67,2,9.899999999999977,183.25957145940458,4874.704600820162,1782.2,0,277
298.0,308.0,1479,50.7,70,0,10.0,154.88051782197678,7852.442253574223,3549.0,0,278
298.0,308.0,1620,29.4,75,2,10.0,169.64600329384882,4987.5924968391555,2205.0,0,279
298.0,308.1,1819,23.4,78,1,10.100000000000023,190.4852345626611,4457.354488766269,1825.1999999999998,0,280
298.1,308.1,1456,43.7,80,2,10.0,152.4719634542246,6663.024802949616,3496.0,0,281
298.1,308.0,1626,36.5,83,1,9.899999999999977,170.27432182456678,6215.012746596688,3029.5,0,282
298.1,308.1,1390,49.8,85,2,10.0,145.56045961632708,7248.910888893088,4233.0,0,283
298.2,308.2,1469,43.0,88,1,10.0,153.8333202707802,6614.832771643549,3784.0,0,284
298.2,308.3,2051,19.2,90,1,10.100000000000023,214.78021775042217,4123.780180808106,1728.0,0,285
298.2,308.3,1568,36.0,92,1,10.100000000000023,164.2005760276265,5911.2207369945545,3312.0,0,286
298.2,308.3,1589,33.2,94,1,10.100000000000023,166.39969088513936,5524.4697373866275,3120.8,0,287
298.2,308.3,1805,31.6,96,1,10.100000000000023,189.0191579909859,5973.005392515154,3033.6000000000004,0,288
298.2,308.4,1385,42.2,98,0,10.199999999999989,145.03686084072876,6120.555527478754,4135.6,0,289
298.1,308.4,1436,46.7,103,1,10.299999999999955,150.37756835183143,7022.632442030528,4810.1,0,290
298.1,308.4,1438,45.6,105,1,10.299999999999955,150.58700786207075,6866.767558510426,4788.0,0,291
298.0,308.3,1473,42.6,107,1,10.300000000000011,154.25219929125885,6571.143689807627,4558.2,0,292
298.1,308.4,1335,40.2,109,1,10.299999999999955,139.80087308474577,5619.995098006781,4381.8,0,293
298.1,308.5,1392,44.8,111,0,10.399999999999977,145.7698991265664,6530.491480870174,4972.799999999999,0,294
298.1,308.5,1372,51.1,116,2,10.399999999999977,143.6755040241732,7341.81825563525,5927.6,0,295
298.1,308.6,1716,30.7,119,2,10.5,179.69909978533616,5516.76236340982,3653.2999999999997,0,296
298.0,308.5,1395,46.2,122,1,10.5,146.08405839192537,6749.083497706953,5636.400000000001,0,297
298.0,308.5,1713,25.3,124,1,10.5,179.3849405199772,4538.438995155423,3137.2000000000003,0,298
297.9,308.5,2129,18.7,126,0,10.600000000000023,222.94835864975565,4169.13430675043,2356.2,0,299
297.8,308.3,1567,35.6,131,2,10.5,164.09585627250686,5841.812483301244,4663.6,0,300
297.8,308.4,1622,38.3,134,1,10.599999999999966,169.85544280408814,6505.463459396576,5132.2,0,301
297.7,308.4,1740,27.1,136,1,10.699999999999989,182.21237390820798,4937.9553329124365,3685.6000000000004,0,302
297.8,308.4,1512,35.1,138,0,10.599999999999966,158.33626974092556,5557.603067906487,4843.8,0,303
297.8,308.4,1479,43.5,143,2,10.599999999999966,154.88051782197678,6737.30252525599,6220.5,0,304
297.8,308.4,1737,27.5,146,1,10.599999999999966,181.898214642849,5002.200902678348,4015.0,0,305
297.8,308.4,2129,19.2,148,1,10.599999999999966,222.94835864975565,4280.608486075308,2841.6,0,306
297.8,308.4,1374,47.1,150,1,10.599999999999966,143.8849435344125,6776.980840470829,7065.0,0,307
297.8,308.4,1579,36.6,152,2,10.599999999999966,165.35249333394276,6051.9012560223055,5563.2,0,308
297.9,308.5,1305,47.2,155,1,10.600000000000023,136.659280431156,6450.3180363505635,7316.0,0,309
297.9,308.5,1449,40.8,157,2,10.600000000000023,151.738925168387,6190.948146870189,6405.599999999999,0,310
298.0,308.6,1526,41.8,160,0,10.600000000000023,159.8023463126008,6679.738075866713,6688.0,0,311
298.0,308.6,1453,44.1,165,2,10.600000000000023,152.15780418886564,6710.159164728975,7276.5,0,312
297.9,308.6,1468,36.0,168,1,10.700000000000045,153.72860051566053,5534.229618563779,6048.0,0,313
298.0,308.6,1313,50.8,170,1,10.600000000000023,137.49703847211327,6984.849554383354,8636.0,0,314
297.9,308.5,1300,53.0,172,2,10.600000000000023,136.1356816555577,7215.191127744558,9116.0,0,315
297.9,308.4,1646,40.6,175,1,10.5,172.36871692695996,6998.169907234575,7105.0,0,316
297.8,308.4,1714,33.2,177,1,10.599999999999966,179.48966027509684,5959.056721133215,5876.400000000001,0,317
297.8,308.4,1685,28.4,179,1,10.599999999999966,176.4527873766267,5011.259161496198,5083.599999999999,0,318
297.8,308.4,1512,39.9,181,1,10.599999999999966,158.33626974092556,6317.617162662929,7221.9,0,319
297.8,308.4,1612,32.1,183,1,10.599999999999966,168.80824525289154,5418.744672617819,5874.3,0,320
297.8,308.4,1550,38.2,185,0,10.599999999999966,162.31562043547262,6200.456700635054,7067.000000000001,0,321
297.8,308.4,1518,32.5,190,1,10.599999999999966,158.96458827164352,5166.349118828414,6175.0,0,322
297.8,308.5,1448,40.0,192,1,10.699999999999989,151.63420541326735,6065.368216530695,7680.0,0,323
297.8,308.5,1561,46.3,194,1,10.699999999999989,163.4675377417889,7568.546997444826,8982.199999999999,0,324
297.8,308.5,1488,41.9,196,2,10.699999999999989,155.82299561805374,6528.983516396452,8212.4,0,325
297.8,308.5,1699,27.8,199,1,10.699999999999989,177.91886394830195,4946.144417762795,5532.2,0,326
297.7,308.5,1501,41.4,201,1,10.800000000000011,157.1843524346093,6507.432190792825,8321.4,0,327
297.7,308.5,1373,56.7,203,1,10.800000000000011,143.78022377929287,8152.338688285906,11510.1,1,328
297.6,308.4,1703,31.4,205,0,10.799999999999955,178.3377429687806,5599.805129219711,6437.0,0,329
297.7,308.5,1720,29.9,210,0,10.800000000000011,180.1179788058148,5385.527566293862,6279.0,0,330
297.6,308.4,1398,41.9,215,2,10.799999999999955,146.39821765728436,6134.085319840215,9008.5,0,331
297.6,308.4,1391,51.9,218,2,10.799999999999955,145.66517937144673,7560.022809378085,11314.199999999999,0,332
297.6,308.3,1538,40.2,0,2,10.699999999999989,161.05898337403673,6474.571131636277,0.0,0,333
297.5,308.2,1647,31.3,3,1,10.699999999999989,172.47343668207964,5398.418568149093,93.9,0,334
297.5,308.1,1469,44.8,5,2,10.600000000000023,153.8333202707802,6891.732748130953,224.0,0,335
297.4,308.1,1749,25.9,8,1,10.700000000000045,183.15485170428494,4743.710659140979,207.2,0,336
297.6,308.2,1995,20.5,10,2,10.599999999999966,208.91591146372124,4282.776185006285,205.0,0,337
297.6,308.3,1742,27.7,13,1,10.699999999999989,182.4218134184473,5053.08423169099,360.09999999999997,0,338
297.5,308.2,1563,38.2,15,1,10.699999999999989,163.67697725202822,6252.460531027478,573.0,0,339
297.5,308.2,1713,32.2,17,2,10.699999999999989,179.3849405199772,5776.195084743266,547.4000000000001,0,340
297.4,308.1,1474,39.4,20,1,10.700000000000045,154.3569190463785,6081.662610427313,788.0,0,341
297.4,308.2,1530,32.6,22,2,10.800000000000011,160.22122533307945,5223.21194585839,717.2,0,342
297.4,308.2,1471,46.5,25,1,10.800000000000011,154.04275978101953,7162.988329817408,1162.5,0,343
297.5,308.3,1388,48.6,27,1,10.800000000000011,145.35102010608776,7064.059577155866,1312.2,0,344
297.5,308.2,2448,13.8,29,2,10.699999999999989,256.3539605329271,3537.684655354394,400.20000000000005,0,345
297.5,308.3,1585,32.9,32,1,10.800000000000011,165.98081186466072,5460.768710347337,1052.8,0,346
297.5,308.3,1459,45.2,34,2,10.800000000000011,152.7861227195836,6905.932746925179,1536.8000000000002,0,347
297.5,308.3,1544,40.8,37,1,10.800000000000011,161.6873019047547,6596.841917713991,1509.6,0,348
297.6,308.3,1617,31.7,39,1,10.699999999999989,169.33184402848985,5367.819455703128,1236.3,0,349
297.6,308.3,1595,34.3,41,1,10.699999999999989,167.02800941585733,5729.060722963905,1406.3,0,350
297.6,308.3,1400,44.3,43,0,10.699999999999989,146.60765716752368,6494.719212521299,1904.8999999999999,0,351
297.6,308.4,1611,31.0,48,2,10.799999999999955,168.7035254977719,5229.809290430929,1488.0,0,352
297.6,308.4,1507,46.0,51,2,10.799999999999955,157.81267096532727,7259.3828644050545,2346.0,0,353
297.5,308.3,1674,30.0,54,0,10.800000000000011,175.30087007031045,5259.026102109314,1620.0,0,354
297.6,308.3,1658,34.3,59,1,10.699999999999989,173.6253539883959,5955.349641801979,2023.6999999999998,0,355
297.6,308.3,1623,36.9,61,1,10.699999999999989,169.9601625592078,6271.529998434768,2250.9,0,356
297.6,308.4,1398,48.9,63,2,10.799999999999955,146.39821765728436,7158.872843441205,3080.7,0,357
297.6,308.4,1517,34.2,66,1,10.799999999999955,158.85986851652387,5433.007503265117,2257.2000000000003,0,358
297.6,308.3,1467,36.7,68,2,10.699999999999989,153.62388076054089,5637.996423911851,2495.6000000000004,0,359
297.6,308.3,1567,34.6,71,2,10.699999999999989,164.09585627250686,5677.716627028738,2456.6,0,360
297.5,308.3,1521,38.2,74,2,10.800000000000011,159.27874753700252,6084.4481559134965,2826.8,0,361
297.5,308.3,1596,36.8,77,1,10.800000000000011,167.13272917097697,6150.484433491952,2833.6,0,362
297.6,308.3,1640,30.9,79,0,10.699999999999989,171.74039839624203,5306.778310443879,2441.1,0,363
297.6,308.3,1438,47.8,84,1,10.699999999999989,150.58700786207075,7198.058975806981,4015.2,0,364
297.6,308.4,1407,55.2,86,1,10.799999999999955,147.3406954533613,8133.206389025544,4747.2,0,365
297.6,308.4,1353,57.5,88,1,10.799999999999955,141.68582867689966,8146.935148921731,5060.0,0,366
297.6,308.5,1552,40.9,90,2,10.899999999999977,162.52505994571194,6647.274951779618,3681.0,0,367
297.6,308.4,1569,38.3,93,2,10.799999999999955,164.30529578274619,6292.892828479178,3561.8999999999996,0,368
297.5,308.4,1489,39.5,96,1,10.899999999999977,155.92771537317338,6159.144757240349,3792.0,0,369
297.5,308.4,1587,36.1,98,0,10.899999999999977,166.19025137490004,5999.468074633892,3537.8,0,370
297.5,308.3,1622,37.2,103,2,10.800000000000011,169.85544280408814,6318.6224723120795,3831.6000000000004,0,371
297.5,308.4,1604,38.1,106,1,10.899999999999977,167.97048721193426,6399.675562774695,4038.6000000000004,0,372
297.4,308.3,1405,51.7,108,2,10.900000000000034,147.13125594312197,7606.685932259406,5583.6,0,373
297.4,308.3,1412,42.0,111,1,10.900000000000034,147.86429422895958,6210.300357616303,4662.0,0,374
297.4,308.3,1431,43.0,113,1,10.900000000000034,149.8539695762331,6443.720691778024,4859.0,0,375
297.4,308.2,1533,37.4,115,1,10.800000000000011,160.5353845984384,6004.023383981596,4301.0,0,376
297.4,308.2,1401,51.9,117,2,10.800000000000011,146.71237692264333,7614.3723622851885,6072.3,0,377
297.4,308.2,1424,53.9,120,2,10.800000000000011,149.1209312903955,8037.618196552317,6468.0,0,378
297.3,308.2,1754,29.4,123,1,10.899999999999977,183.67845047988322,5400.146444108566,3616.2,0,379
297.3,308.2,1754,26.8,125,1,10.899999999999977,183.67845047988322,4922.58247286087,3350.0,0,380
297.5,308.3,2564,12.8,127,1,10.800000000000011,268.50145212680764,3436.818587223138,1625.6000000000001,1,381
297.5,308.5,1546,40.4,129,1,11.0,161.896741414994,6540.628353165758,5211.599999999999,0,382
297.5,308.5,1335,48.0,131,1,11.0,139.80087308474577,6710.441908067797,6288.0,0,383
297.5,308.6,1842,27.0,133,2,11.100000000000023,192.89378893041328,5208.132301121159,3591.0,0,384
297.5,308.5,1712,26.8,136,1,11.0,179.28022076485752,4804.709916498182,3644.8,0,385
297.6,308.6,1414,45.4,138,2,11.0,148.0737337391989,6722.54751175963,6265.2,0,386
297.6,308.7,1319,50.9,141,1,11.099999999999966,138.12535700283124,7030.58067144411,7176.9,0,387
297.7,308.7,1249,60.4,143,1,11.0,130.79497414445504,7900.016438325084,8637.199999999999,0,388
297.6,308.7,1455,48.2,145,1,11.099999999999966,152.36724369910496,7344.10114629686,6989.0,0,389
297.6,308.7,1408,54.8,147,2,11.099999999999966,147.44541520848094,8080.008753424755,8055.599999999999,0,390
297.6,308.7,1460,46.7,150,1,11.099999999999966,152.89084247470325,7140.002343568643,7005.0,0,391
297.6,308.6,1491,38.1,152,1,11.0,156.1371548834127,5948.825601058024,5791.2,0,392
297.6,308.5,1490,43.4,154,2,10.899999999999977,156.03243512829306,6771.807684567919,6683.599999999999,0,393
297.5,308.4,1350,52.2,157,2,10.899999999999977,141.3716694115407,7379.601143282424,8195.4,0,394
297.5,308.4,1528,39.9,160,1,10.899999999999977,160.01178582284012,6384.470254331321,6384.0,0,395
297.4,308.3,1571,37.7,162,1,10.900000000000034,164.5147352929855,6202.2055205455545,6107.400000000001,0,396
297.4,308.3,1490,42.6,164,1,10.900000000000034,156.03243512829306,6646.9817364652845,6986.400000000001,0,397
297.4,308.3,1774,28.9,166,2,10.900000000000034,185.77284558227643,5368.8352373277885,4797.4,0,398
297.4,308.3,1502,43.6,169,0,10.900000000000034,157.28907218972896,6857.803547472183,7368.400000000001,0,399
297.4,308.4,1392,49.7,174,1,11.0,145.7698991265664,7244.76398659035,8647.800000000001,0,400
297.4,308.5,2100,16.9,176,1,11.100000000000023,219.9114857512855,3716.504109196725,2974.3999999999996,0,401
297.5,308.5,1722,30.4,178,1,11.0,180.32741831605412,5481.953516808045,5411.2,0,402
297.4,308.6,1678,32.3,180,1,11.200000000000045,175.7197490907891,5675.747895632488,5813.999999999999,0,403
297.3,308.6,1273,59.8,182,1,11.300000000000011,133.3082482673269,7971.833246386148,10883.6,0,404
297.3,308.6,1297,45.9,184,1,11.300000000000011,135.8215223901987,6234.207877710121,8445.6,0,405
297.3,308.5,1350,57.6,186,1,11.199999999999989,141.3716694115407,8143.008158104744,10713.6,0,406
297.4,308.6,1439,51.9,188,1,11.200000000000045,150.6917276171904,7820.9006633321815,9757.199999999999,0,407
297.4,308.5,1600,42.1,190,2,11.100000000000023,167.5516081914556,7053.922704860282,7999.0,0,408
297.4,308.6,1434,44.4,193,2,11.200000000000045,150.1681288415921,6667.464920566689,8569.199999999999,0,409
297.4,308.6,1459,41.3,196,1,11.200000000000045,152.7861227195836,6310.066868318802,8094.799999999999,0,410
297.5,308.6,1472,44.9,198,2,11.100000000000023,154.14747953613917,6921.221831172648,8890.199999999999,0,411
297.5,308.7,1429,44.3,201,1,11.199999999999989,149.6445300659938,6629.2526819235245,8904.3,0,412
297.5,308.6,1388,48.2,203,1,11.100000000000023,145.35102010608776,7005.91916911343,9784.6,0,413
297.4,308.4,1573,34.5,205,1,11.0,164.7241748032248,5682.984030711255,7072.5,0,414
297.4,308.4,1588,32.5,207,1,11.0,166.29497113001972,5404.58656172564,6727.5,0,415
297.5,308.4,1511,42.8,209,1,10.899999999999977,158.2315499858059,6772.310339392493,8945.199999999999,0,416
297.4,308.5,1495,37.8,211,1,11.100000000000023,156.55603390389135,5917.818081567092,7975.799999999999,0,417
297.4,308.4,1394,50.1,213,1,11.0,145.97933863680572,7313.5648657039665,10671.300000000001,0,418
297.4,308.4,2151,17.7,0,1,11.0,225.25219326238815,3986.96382074427,0.0,0,419
297.3,308.3,1501,38.2,2,2,11.0,157.1843524346093,6004.442263002076,76.4,0,420
297.3,308.3,1301,39.6,5,2,11.0,136.24040141067735,5395.119895862823,198.0,0,421
297.3,308.3,1657,31.1,8,2,11.0,173.52063423327624,5396.491724654891,248.8,0,422
297.3,308.3,1333,55.2,11,1,11.0,139.59143357450648,7705.4471333127585,607.2,0,423
297.3,308.3,1484,43.9,13,1,11.0,155.4041165975751,6822.240718633547,570.6999999999999,0,424
297.3,308.4,1430,45.7,15,1,11.099999999999966,149.74924982111347,6843.540716824886,685.5,0,425
297.3,308.4,1665,28.9,17,2,11.099999999999966,174.35839227423352,5038.957536725348,491.29999999999995,0,426
297.4,308.5,1501,44.9,20,1,11.100000000000023,157.1843524346093,7057.577424313958,898.0,0,427
297.5,308.5,1496,42.2,22,2,11.0,156.66075365901102,6611.083804410266,928.4000000000001,0,428
297.6,308.6,1595,36.9,25,2,11.0,167.02800941585733,6163.333547445135,922.5,0,429
297.5,308.6,1208,62.3,28,1,11.100000000000023,126.501464184549,7881.041218697402,1744.3999999999999,0,430
297.5,308.6,1596,37.1,30,1,11.100000000000023,167.13272917097697,6200.624252243246,1113.0,0,431
297.5,308.5,1446,41.9,32,1,11.0,151.42476590302803,6344.697691336874,1340.8,0,432
297.6,308.5,1466,39.7,34,2,10.899999999999977,153.5191610054212,6094.710691915223,1349.8000000000002,0,433
297.6,308.5,1848,23.7,37,2,10.899999999999977,193.52210746113124,4586.47394682881,876.9,0,434
297.5,308.5,1484,44.7,40,2,11.0,155.4041165975751,6946.564011911607,1788.0,0,435
297.4,308.3,1493,41.2,43,1,10.900000000000034,156.34659439365203,6441.479689018464,1771.6000000000001,0,436
297.3,308.3,1504,36.3,45,1,11.0,157.49851169996828,5717.195974708848,1633.4999999999998,0,437
297.3,308.3,1538,38.5,47,1,11.0,161.05898337403673,6200.770859900414,1809.5,0,438
297.4,308.4,1341,52.2,49,1,11.0,140.42919161546374,7330.403802327208,2557.8,0,439
297.4,308.3,1535,34.6,51,2,10.900000000000034,160.74482410867773,5561.77091416025,1764.6000000000001,0,440
297.4,308.5,1389,39.2,54,1,11.100000000000023,145.4557398612074,5701.865002559331,2116.8,0,441
297.5,308.5,1393,46.6,56,0,11.0,145.87461888168605,6797.75723988657,2609.6,0,442
297.4,308.5,1399,61.5,61,1,11.100000000000023,146.502937412404,9009.930650862847,3751.5,1,443
297.4,308.5,1469,45.1,63,0,11.100000000000023,153.8333202707802,6937.882744212187,2841.3,0,444
297.4,308.4,1582,37.2,68,1,11.0,165.66665259930176,6162.7994766940255,2529.6000000000004,0,445
297.5,308.6,1793,26.7,70,1,11.100000000000023,187.76252092954996,5013.259308818984,1869.0,0,446
297.5,308.6,1452,39.0,72,1,11.100000000000023,152.053084433746,5930.070292916093,2808.0,0,447
297.6,308.7,1376,59.9,74,2,11.099999999999966,144.09438304465183,8631.253544374646,4432.599999999999,0,448
297.5,308.6,1552,44.9,77,1,11.100000000000023,162.52505994571194,7297.375191562466,3457.2999999999997,0,449
297.6,308.7,1622,37.9,79,1,11.099999999999966,169.85544280408814,6437.52128227494,2994.1,0,450
297.6,308.7,1419,41.7,81,2,11.099999999999966,148.59733251479722,6196.5087658670445,3377.7000000000003,0,451
297.5,308.6,1440,46.1,84,0,11.100000000000023,150.79644737231007,6951.716223863495,3872.4,0,452
297.4,308.6,1643,31.0,89,2,11.200000000000045,172.054557661601,5333.6912875096305,2759.0,0,453
297.4,308.7,1510,36.2,92,1,11.300000000000011,158.12683023068624,5724.191254350842,3330.4,0,454
297.4,308.7,1468,46.6,94,1,11.300000000000011,153.72860051566053,7163.752784029781,4380.400000000001,0,455
297.4,308.7,1429,57.4,96,1,11.300000000000011,149.6445300659938,8589.596025788043,5510.4,0,456
297.3,308.7,1478,47.6,98,0,11.399999999999977,154.77579806685713,7367.3279879823995,4664.8,0,457
297.4,308.6,1276,53.6,103,1,11.200000000000045,133.62240753268586,7162.161043751962,5520.8,0,458
297.3,308.6,1486,42.6,105,1,11.300000000000011,155.61355610781442,6629.137490192895,4473.0,0,459
297.4,308.6,1476,42.3,107,1,11.200000000000045,154.5663585566178,6538.156966944933,4526.099999999999,0,460
297.3,308.6,1431,42.0,109,0,11.300000000000011,149.8539695762331,6293.86672220179,4578.0,0,461
297.4,308.7,1402,40.2,114,1,11.300000000000011,146.817096677763,5902.0472864460735,4582.8,0,462
297.4,308.7,1433,43.4,116,1,11.300000000000011,150.06340908647243,6512.751954352903,5034.4,0,463
